id,lat,lng,start_date,end_date,size,cloudcover,satellite,station,downloaded_path
173,41.3971,-122.1911,20140922,20150321,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/045031/2014-10-03/LC08/0;/mnt/d/ProjectData/Landsat/Images/045031/2014-10-19/LC08/9;/mnt/d/ProjectData/Landsat/Images/045031/2015-01-07/LC08/2;/mnt/d/ProjectData/Landsat/Images/045031/2015-01-23/LC08/9;/mnt/d/ProjectData/Landsat/Images/045031/2015-02-24/LC08/0;/mnt/d/ProjectData/Landsat/Images/045031/2015-03-12/LC08/8;
174,27.9687,83.9066,20130722,20140118,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/142040/2013-10-08/LC08/3;/mnt/d/ProjectData/Landsat/Images/142040/2013-10-24/LC08/3;/mnt/d/ProjectData/Landsat/Images/142041/2013-10-24/LC08/2;/mnt/d/ProjectData/Landsat/Images/142041/2013-11-09/LC08/2;/mnt/d/ProjectData/Landsat/Images/142040/2013-11-25/LC08/4;/mnt/d/ProjectData/Landsat/Images/142041/2013-11-25/LC08/4;/mnt/d/ProjectData/Landsat/Images/142040/2013-12-11/LC08/1;/mnt/d/ProjectData/Landsat/Images/142041/2013-12-11/LC08/4;/mnt/d/ProjectData/Landsat/Images/142040/2013-12-27/LC08/1;/mnt/d/ProjectData/Landsat/Images/142040/2014-01-12/LC08/4;
175,10.7692,-61.4078,20120530,20121126,Large,10,LC8,ALL,NODATA
176,27.2667,85.9667,20070910,20080308,Large,10,LC8,ALL,NODATA
177,24.634,121.7541,20111003,20120331,Large,10,LC8,ALL,NODATA
178,44.1867,7.1583,20140223,20140822,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/194030/2014-02-25/LC08/7;/mnt/d/ProjectData/Landsat/Images/194029/2014-03-13/LC08/3;/mnt/d/ProjectData/Landsat/Images/194030/2014-03-13/LC08/3;/mnt/d/ProjectData/Landsat/Images/195029/2014-06-08/LC08/8;/mnt/d/ProjectData/Landsat/Images/194030/2014-07-03/LC08/2;
179,28.4513,82.2801,20130618,20131215,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/143040/2013-10-31/LC08/4;/mnt/d/ProjectData/Landsat/Images/143040/2013-11-16/LC08/8;/mnt/d/ProjectData/Landsat/Images/143040/2013-12-02/LC08/4;
180,23.8466,120.9889,20120605,20121202,Large,10,LC8,ALL,NODATA
181,27.4385,87.0898,20080831,20090227,Large,10,LC8,ALL,NODATA
182,-23.1077,-44.248,20100101,20100630,Very_large,10,LC8,ALL,NODATA
183,34.6987,105.7155,20130726,20140122,Very_large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/129036/2013-11-30/LC08/2;/mnt/d/ProjectData/Landsat/Images/129036/2013-12-16/LC08/0;/mnt/d/ProjectData/Landsat/Images/129036/2014-01-17/LC08/0;
184,-7.7819,112.3245,20110417,20111014,Large,10,LC8,ALL,NODATA
185,1.8509,34.8863,20111112,20120510,Very_large,10,LC8,ALL,NODATA
186,23.4575,120.5742,20090810,20100206,Large,10,LC8,ALL,NODATA
187,-1.6985,29.3711,20100326,20100922,Large,10,LC8,ALL,NODATA
188,35.3599,73.9791,20100811,20110207,Large,10,LC8,ALL,NODATA
189,27.344,104.8805,20130128,20130727,Very_large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/128041/2013-06-16/LC08/3;
190,34.4955,132.5259,20141020,20150418,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/111036/2015-03-27/LC08/1;
191,32.4167,104.95,20071009,20080406,Large,10,LC8,ALL,NODATA
192,-2.7414,134.5427,20101004,20110402,Large,10,LC8,ALL,NODATA
193,47.8039,-121.5509,20140109,20140708,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/045027/2014-02-05/LC08/6;/mnt/d/ProjectData/Landsat/Images/045027/2014-05-12/LC08/3;
194,1.2603,34.3175,20110829,20120225,Large,10,LC8,ALL,NODATA
195,10.5562,-84.8952,20120531,20121127,Large,10,LC8,ALL,NODATA
196,-22.3838,-43.0787,20110112,20110711,Large,10,LC8,ALL,NODATA
197,35.0111,72.7056,20100729,20110125,Large,10,LC8,ALL,NODATA
198,10.2878,-84.1807,20140821,20150217,Large,10,LC8,ALL,NODATA
199,37.1658,69.9548,20140412,20141009,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/152034/2014-05-26/LC08/4;/mnt/d/ProjectData/Landsat/Images/153034/2014-07-20/LC08/0;/mnt/d/ProjectData/Landsat/Images/153034/2014-08-05/LC08/0;/mnt/d/ProjectData/Landsat/Images/152034/2014-08-14/LC08/9;/mnt/d/ProjectData/Landsat/Images/153034/2014-08-21/LC08/0;/mnt/d/ProjectData/Landsat/Images/153034/2014-09-06/LC08/0;/mnt/d/ProjectData/Landsat/Images/152034/2014-09-15/LC08/0;/mnt/d/ProjectData/Landsat/Images/153034/2014-09-22/LC08/0;/mnt/d/ProjectData/Landsat/Images/152034/2014-10-01/LC08/1;
200,49.305,-121.6494,20110629,20111226,Large,10,LC8,ALL,NODATA
201,31.02,103.5,20080630,20081227,Large,10,LC8,ALL,NODATA
202,17.1933,-96.6045,20130914,20140313,Very_large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/024048/2014-02-02/LC08/1;/mnt/d/ProjectData/Landsat/Images/024048/2014-02-18/LC08/4;
203,21.7697,102.9841,20130905,20140304,Very_large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/129045/2014-02-02/LC08/5;
204,25.1657,101.58,20081101,20090430,Large,10,LC8,ALL,NODATA
205,40.75,70.44,20070722,20080118,Large,10,LC8,ALL,NODATA
206,20.8287,92.4063,20100615,20101212,Large,10,LC8,ALL,NODATA
207,32.3382,105.8313,20130716,20140112,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/129037/2013-12-16/LC08/0;/mnt/d/ProjectData/Landsat/Images/129038/2013-12-16/LC08/1;
208,49.1465,-122.3271,20070327,20070923,Large,10,LC8,ALL,NODATA
209,25.3919,114.8246,20130516,20131112,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/122042/2013-08-09/LC08/7;/mnt/d/ProjectData/Landsat/Images/121043/2013-09-19/LC08/5;/mnt/d/ProjectData/Landsat/Images/121042/2013-10-05/LC08/0;/mnt/d/ProjectData/Landsat/Images/121043/2013-10-05/LC08/0;/mnt/d/ProjectData/Landsat/Images/122042/2013-10-12/LC08/1;
210,8.4683,-73.2843,20121128,20130527,Large,10,LC8,ALL,NODATA
211,27.1748,88.6458,20120607,20121204,Large,10,LC8,ALL,NODATA
212,6.98,-75.15,20120412,20121009,Large,10,LC8,ALL,NODATA
213,-0.3998,100.2812,20081107,20090506,Large,10,LC8,ALL,NODATA
214,3.1869,101.773,20081206,20090604,Large,10,LC8,ALL,NODATA
215,-23.4242,-46.6574,20110112,20110711,Large,10,LC8,ALL,NODATA
216,29.6042,79.5343,20100918,20110317,Large,10,LC8,ALL,NODATA
217,10.3228,76.4319,20130804,20140131,Large,10,LC8,ALL,NODATA
218,-0.7755,37.0386,20130420,20131017,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/168060/2013-05-23/LC08/8;/mnt/d/ProjectData/Landsat/Images/168061/2013-06-08/LC08/8;/mnt/d/ProjectData/Landsat/Images/168060/2013-09-28/LC08/8;/mnt/d/ProjectData/Landsat/Images/168061/2013-09-28/LC08/5;
219,-7.7085,110.0076,20131220,20140618,Large,10,LC8,ALL,/mnt/d/ProjectData/Landsat/Images/120065/2014-05-10/LC08/12;
220,26.2208,73.6106,20070814,20080210,Very_large,10,LC8,ALL,NODATA
221,-22.3278,-43.0117,20110112,20110711,Very_large,10,LC8,ALL,NODATA
