lat,lng,start_date,end_date,cloudcover,unzip,satellite,station
37.234332396,-115.80666344,20190801,20190826,,true,LC8,LGN
37.234332396,-115.80666344,20190801,20190826,,false,LC8,LGN
37.234332396,-115.80666344,20190801,20190826,,true,LT5,ALL
37.234332396,-115.80666344,20190801,20190826,,false,LT5,ALL
37.234332396,-115.80666344,20110201,20110215,,true,LT5,ALL
37.234332396,-115.80666344,20110201,20110215,,true,LT5,ALL
37.234332396,-115.80666344,20110201,20110215,,false,LT5,ALL
